ID,Repository_Name,Repository_URL,Repository_Contacts,Repository_Size,Repository_Language,Repository_Provider_Type,Institution_Name,Institution_Country,Institution_Responsibility_Type,Institution_Type,Institution_URL,Policies,Database_Accesses,Database_Licenses,Data_Accesses,Data_Licenses
r3d100011820,CaPSURE,https://urology.ucsf.edu/research/cancer/capsure,https://urology.ucsf.edu/people/peter-r-carroll ,,eng,dataProvider,UCSF Department of Urology,USA,funding,non-profit,https://urology.ucsf.edu/,Research Guidelines(https://urology.ucsf.edu/sites/urology.ucsf.edu/files/uploaded-files/attachments/uroloncdatasets_presentfindings_aug2015_0.pdf) ,restricted ,,restricted  ,other (https://ucsf.us.qualtrics.com/jfe/form/SV_2beAaQ5YBmmGxNj) 
r3d100011822,Cognitive Function and Ageing Study,http://www.cfas.ac.uk/,leb22@medschl.cam.ac.uk ,,eng,dataProvider,University of Nottingham,GBR,general,non-profit,https://www.nottingham.ac.uk/,"Authorship and publication policy(http://www.cfas.ac.uk/files/2015/07/Authorship-and-Publication-Policy-v2-01_05_2015.docx) Data Transfer Agreement(http://www.cfas.ac.uk/files/2015/07/Data-Transfer-Agreement-v2-30_04_2015.doc) Ethical Approval(http://www.cfas.ac.uk/files/2015/09/Ethical-approvals-for-CFAS.docx) Study Documentation(http://www.cfas.ac.uk/cfas-i/cfasi-documents/) The Cognitive Function and Ageing Studies
Data Destruction Form(http://www.cfas.ac.uk/files/2015/07/Data-destruction-form-v2-30_04_2015.doc) ",open ,,restricted  ,other (http://www.cfas.ac.uk/files/2015/07/Data-Transfer-Agreement-v2-30_04_2015.doc) 
r3d100011823,Dallas Heart Study,https://www.utsouthwestern.edu/research/translational-medicine/doing-research/dallas-heart/,dallasheartstudy@utsouthwestern.edu ,,eng,dataProvider,"UT Soutwestern, Medical Center",USA,general,non-profit,https://www.utsouthwestern.edu/,Join a Research Study(https://www.utsouthwestern.edu/research/translational-medicine/participate-clinical-trial/) Research Ethics(https://www.utsouthwestern.edu/research/translational-medicine/doing-research/berd/research-ethics.html) THE DALLAS HEART STUDY(https://www.utsouthwestern.edu/edumedia/edufiles/research/center_translational_medicine/dallas_heart_study/dhs-study-overview.pdf) ,open ,,restricted  ,Copyrights (https://www.utsouthwestern.edu/research/translational-medicine/doing-research/dallas-heart/) 
r3d100011824,Danish National Birth Cohort,https://www.dnbc.dk/,dnbc-research@ssi.dk ,,eng,dataProvider,Statens Serum Institut,DNK,general,non-profit,https://en.ssi.dk/,Access to data from the DNBC(https://www.dnbc.dk/access-to-dnbc-data) Working with data from the DNBC on the VDI – general information(https://www.dnbc.dk/-/media/arkiv/projekt-sites/dnbc/vdi-access-to-dnbc_october_2018.pdf?la=en) ,open ,,restricted  restricted  ,other (https://www.dnbc.dk/access-to-dnbc-data) 
r3d100011825,Diabetes Study of Northern California,https://divisionofresearch.kaiserpermanente.org/projects/distance/,howard.h.moffet@kp.org https://divisionofresearch.kaiserpermanente.org/about/contact-us ,,eng,dataProvider,"National Institutes of Health, National Institute of Diabetes and Digestive and Kidney Diseases",USA,funding,non-profit,https://www.niddk.nih.gov/,Terms and conditions of our  website(https://divisionofresearch.kaiserpermanente.org/termsandconditions) ,open ,,restricted  ,Copyrights (https://divisionofresearch.kaiserpermanente.org/termsandconditions) 
r3d100011828,Fragile Families and Child Wellbeing Study,https://fragilefamilies.princeton.edu/,ffdata@princeton.edu ,,eng,dataProvider,"Princeton University, Center for Health and Wellbeing",USA,general,non-profit,https://chw.princeton.edu/,General documentation(https://fragilefamilies.princeton.edu/documentation) Restricted vs Public Data(https://fragilefamilies.princeton.edu/restricted) ,open ,,restricted  ,Copyrights (https://fragilefamilies.princeton.edu/documentation) other (https://fragilefamilies.princeton.edu/restricted) 
r3d100011829,Gazel,https://www.gazel.inserm.fr/en/gazel-cohort,gazel@inserm.fr ,,eng,dataProvider,L'Assurance maladie,FRA,funding,non-profit,https://www.ameli.fr/,Charte de la Cohorte Gazel(http://www.gazel.inserm.fr/images/constances/REGLEMENTGAZEL.pdf) Confidentiality(https://www.gazel.inserm.fr/en/confidentiality) Projects(https://www.gazel.inserm.fr/index.php/en/projects) ,open ,,embargoed  restricted  ,other (http://www.gazel.inserm.fr/images/constances/REGLEMENTGAZEL.pdf) 
r3d100011830,Studie zur Gesundheit von Kindern und Jugendlichen in Deutschland,https://www.kiggs-studie.de/english/home.html,https://www.kiggs-studie.de/english/metamenu/contact.html kiggs@rki.de ,17.641 study participants,deu,dataProvider,Robert Koch-Institut,DEU,funding,non-profit,https://www.rki.de/EN/Content/Institute/institute_node.html,Guidelines and Recommendations(https://www.dgepi.de/assets/Leitlinien-und-Empfehlungen/cec55ccaaa/Recommendations-for-good-Epidemiologic-Practice.pdf) Public Use Files pertaining to Robert Koch Institute(https://www.rki.de/EN/Content/Health_Monitoring/Public_Use_Files/public_use_file_node.html) ,restricted ,,restricted  ,Copyrights (https://www.kiggs-studie.de/english/metamenu/imprint.html) 
r3d100011832,Growing Up Today Study,http://nhs2survey.org/gutswordpress/,guts@channing.harvard.edu ,,eng,dataProvider,San Diego State University,USA,general,non-profit,https://www.sdsu.edu/,"Confidentiality(http://www.gutsweb.org/survey/includes/conf.htm) Guidelines for use of the Growing Up Today Study: 
External Collaborators(http://www.gutsweb.org/images/PDFs/guts-data-use.pdf) ",restricted ,,restricted  ,Copyrights (http://nhs2survey.org/gutswordpress/index.php/researchers/information-for-researchers/) other (http://www.gutsweb.org/survey/includes/conf.htm) 
r3d100011834,InCHIANTI,http://inchiantistudy.net/wp/,http://inchiantistudy.net/wp/contatti/ ,,eng,dataProvider,Tuscany Regional Health Agency,ITA,general,non-profit,https://www.ars.toscana.it/it/,InCHIANTI dataset(http://inchiantistudy.net/wp/inchianti-dataset/) ,restricted ,,restricted  ,other (http://inchiantistudy.net/wp/wp-content/uploads/2014/02/modulo_richiesta_dati.pdf) 
r3d100011835,International HapMap Project,https://www.ncbi.nlm.nih.gov/variation/news/NCBI_retiring_HapMap/,hapmap-help@ncbi.nlm.nih.gov ,,eng,dataProvider,Wellcome Trust,GBR,funding,non-profit,https://wellcome.ac.uk/,NHGRI Rapid Data Release Policies(https://www.genome.gov/10506537/) ,open ,,closed  ,Public Domain (https://www.ncbi.nlm.nih.gov/variation/news/NCBI_retiring_HapMap/) 
r3d100011838,Malaria Atlas Project,https://malariaatlas.org/,malariaatlas@telethonkids.org.au ,,eng,dataProvider,Wellcome Trust,GBR,funding,non-profit,https://wellcome.org/,MAP Open AccessPolicy(https://malariaatlas.org/open-access-policy/) ,open ,,open  ,CC (https://creativecommons.org/licenses/by/3.0/) 
r3d100011840,Mexican Health and Aging Study,http://www.mhasweb.org/,http://www.mhasweb.org/ContactUs.aspx info@MHASWeb.org ,,eng,dataProvider,University of Texas Medical Branch,USA,general,non-profit,https://www.utmb.edu/,User Agreement(http://www.mhasweb.org/DocumentationQuestionnaire.aspx) ,open ,,restricted  ,Public Domain (http://www.mhasweb.org/Data.aspx) 
r3d100011841,MRC National Survey of Health and Development,http://www.nshd.mrc.ac.uk/,mrclha.enquiries@ucl.ac.uk ,5.362 individuals  with over 20.000 variables,eng,dataProvider,"University College London, Medical Research Council, Lifelong Health and Ageing",GBR,general,non-profit,http://www.nshd.mrc.ac.uk/,Guidance for accessing NSHD data and data proposal form(http://www.nshd.mrc.ac.uk/data/) Policies and guidance for researchers(https://www.mrc.ac.uk/research/policies-and-guidance-for-researchers/) ,closed ,,restricted  ,other (http://www.nshd.mrc.ac.uk/data/) 
r3d100011843,OsteoArthritis Initiative,https://nda.nih.gov/oai,ndahelp@mail.nih.gov ,,eng,dataProvider,"University of California, San Francisco Coordinating Center",USA,general,non-profit,https://sfcc.ucsf.edu/,Access Portals(https://nda.nih.gov/oai/query-download) Getting Access to Shared Data(https://nda.nih.gov/get/access-data.html) ,open ,,restricted  ,other (https://nda.nih.gov/get/access-data.html) 
r3d100011844,Pacific Islands Families Study,https://niphmhr.aut.ac.nz/research-centres/centre-for-pacific-health-and-development-research/pacific-islands-families-study,https://biodesign.aut.ac.nz/contact-us ,,eng,dataProvider,Health Research Council of New Zealand,NZL,funding,non-profit,https://www.hrc.govt.nz/,Terms of use(https://www.aut.ac.nz/copyright) ,open ,,restricted  ,Copyrights (https://www.aut.ac.nz/copyright) 
r3d100011845,Project Achilles,https://depmap.org/portal/achilles/,achilles@broadinstitute.org ,,eng,dataProvider,"University of North Carolina at Chapel Hill, Hahn Lab",USA,general,non-profit,http://hahnlab.com/,Data sharing(https://doi.org/10.1038/518477a) Development of open source tools and resources(https://www.broadinstitute.org/data-sciences) ,restricted ,,restricted  ,other (https://www.broadinstitute.org/data-sciences) 
r3d100011847,REasons for Geographic and Racial Differences in Stroke Study,https://www.uab.edu/soph/regardsstudy/,https://www.uab.edu/soph/regardsstudy/participants regards@uab.edu ,30.239 participants,eng,dataProvider,"Wake Forest University, School of Medicine",USA,general,non-profit,https://school.wakehealth.edu/,"Coded Private Information or Specimens Use in Research, Guidance(https://www.hhs.gov/ohrp/regulations-and-policy/guidance/research-involving-coded-private-information/index.html) Digital Mass Communications and Content Policy(https://www.uab.edu/policies/content/Pages/UAB-IT-POL-0000404.html) NIH Data Sharing Policy(https://grants.nih.gov/grants/policy/data_sharing/) PUBLICATIONS and PRESENTATIONS (P&P) Policies and Procedures(https://www.uab.edu/soph/regardsstudy/images/documents/REGARDS_Combined_Publications__Presentations_Policies_and_Procedures_Version_41_April_2010_without_appendices_email_update.pdf) ",closed ,,restricted  ,other (https://www.uab.edu/soph/regardsstudy/images/documents/REGARDS_Combined_Publications__Presentations_Policies_and_Procedures_Version_41_April_2010_without_appendices_email_update.pdf) 
r3d100011849,Stemformatics,https://www.stemformatics.org/#,c.wells@uq.edu.au https://www.stemformatics.org/contents/contact_us info@stemformatics.org ,349 public studies with 7.131 human and 1.873 mouse samples,eng,dataProvider,qcif,AUS,funding,non-profit,https://www.qcif.edu.au/,,open ,,open  restricted  ,Public Domain (https://www.stemformatics.org/#) 
r3d100011850,Swiss HIV Cohort Study & Swiss Mother and Child HIV Cohort Study,http://www.shcs.ch/,christoph.rudin@unibas.ch http://www.shcs.ch/contact submission@shcsmail.ch ,,eng,dataProvider,University Hospital Zurich,CHE,general,non-profit,http://www.en.usz.ch/Pages/default.aspx,Authorship in the SHCS and in multi-cohort collaborations(http://www.shcs.ch/userfiles/file/Authorship_SHCS_RW_May2008.pdf) Guidelines and operational rules for nested research projects(http://www.shcs.ch/130-guidelines-and-operational-rules-for-nested-research-projects) Handbuch(http://www.shcs.ch/userfiles/file/Handbuch_Januar2015.pdf) ,restricted ,,restricted  ,other (http://www.shcs.ch/161-use-of-the-data) 
r3d100011851,TwinsUK,https://twinsuk.ac.uk/,https://twinsuk.ac.uk/contact-us/ twinsuk@kcl.ac.uk ,,eng,dataProvider,Wellcome Trust,GBR,funding,non-profit,https://wellcome.org/,DTR Policy Document for data access(https://twinsuk.ac.uk/wp-content/uploads/2018/11/DTR_DataAccess_Policy_0318.pdf) Privacy statement(https://www.kcl.ac.uk/terms/privacy) ,restricted ,,restricted  ,Copyrights (https://www.kcl.ac.uk/terms) other (https://twinsuk.ac.uk/wp-content/uploads/2018/11/DTR_DataAccess_Policy_0318.pdf) other (https://twinsuk.ac.uk/wp-content/uploads/2018/11/DTR_Data_Access_Request_Form_2018.pdf) 
r3d100011853,West of Scotland Twenty-07 Study,http://2007study.sphsu.mrc.ac.uk/,http://2007study.sphsu.mrc.ac.uk/Last-data-collection.html http://2007study.sphsu.mrc.ac.uk/contact-us.html sphsu-twenty07@glasgow.ac.uk ,,eng,dataProvider,UK Medical Research Council,GBR,funding,non-profit,https://mrc.ukri.org/,Data Sharing(http://2007study.sphsu.mrc.ac.uk/Information-on-data-sharing.html) ,restricted ,,closed  restricted  ,other (http://2007study.sphsu.mrc.ac.uk/Data-Sharing-Form.html) other (http://2007study.sphsu.mrc.ac.uk/Twenty07_DataSharingPolicy) other (http://2007study.sphsu.mrc.ac.uk/Twenty07_data_app_guidance) 
r3d100011854,Whitehall II Study,https://www.ucl.ac.uk/whitehallII,https://www.ucl.ac.uk/epidemiology-health-care/contact-us-institute ,,eng,dataProvider,"University College London, Research Department of Epidemiology and Public Health, Institute of Epidemiology and Health Care",USA,general,non-profit,https://www.ucl.ac.uk/epidemiology-health-care,Data sharing(http://www.mrc.ac.uk/research/research-policy-ethics/data-sharing/policy/) Whitehall II data collection procedure(https://www.ucl.ac.uk/epidemiology-health-care/sites/epidemiology-health-care/files/data-processes.pdf) Whitehall II policy on data sharing(https://www.ucl.ac.uk/epidemiology-health-care/sites/epidemiology-health-care/files/w2_data_sharing_policy_v30.pdf) ,open ,,embargoed  restricted  ,other (https://www.ucl.ac.uk/epidemiology-health-care/sites/epidemiology-health-care/files/w2_data_sharing_policy_v30.pdf) other (https://www.ukri.org/councils/mrc/guidance-for-applicants/policies-and-guidance-for-researchers/data-sharing/) 
r3d100011856,World Contraceptive Use,https://population.un.org/dataportal/home,https://www.un.org/en/development/desa/population/about/contact/index.asp population@un.org ,,eng,dataProvider,"United Nations, Population Divison",USA,funding,non-profit,https://www.un.org/development/desa/pd/,Terms of Use(https://www.un.org/en/about-us/terms-of-use) ,open ,,open  ,Copyrights (https://www.un.org/en/about-us/copyright) 
r3d100011858,PATRIC,https://www.patricbrc.org/portal/portal/patric/Home,help@patricbrc.org ,,eng,dataProvider,University of Chicago,USA,technical,non-profit,http://www.uchicago.edu/,NIAID/Division of Microbiology and Infectious Diseases (DMID) Data Sharing and Release Guidelines(http://www.niaid.nih.gov/LabsAndResources/resources/dmid/Pages/data.aspx) PATRIC Data Release Policy(http://enews.patricbrc.org/data-release-policy/) ,open ,other (http://www.opensource.org/licenses/) ,open  ,other (http://enews.patricbrc.org/data-release-policy/) other (http://www.niaid.nih.gov/LabsAndResources/resources/dmid/Pages/data.aspx) 
r3d100011859,National Cancer Data Base,https://www.facs.org/quality-programs/cancer/ncdb,https://www.facs.org/quality-programs/cancer/staff ncdb@facs.org ,more than 34 million historical records,eng,serviceProvider,American Joint Committee on Cancer,USA,general,non-profit,https://cancerstaging.org/Pages/default.aspx,COC Survival Policy(https://www.facs.org/~/media/files/quality%20programs/cancer/ncdb/coc_survivalpublic%20reporting%20policy.ashx) ,open ,Copyrights (https://www.facs.org/quality-programs/cancer/ncdb/call-for-data/fordsmanual) ,open  restricted  ,other (http://www.ncin.org.uk/collecting_and_using_data/data_access) 
r3d100011861,National Sleep Research Resource,https://sleepdata.org/,support@sleepdata.org ,11 studies,eng,dataProvider,"National Institutes of Health, National Heart, Lung, and Blood Institute",USA,funding,non-profit,http://www.nhlbi.nih.gov/,Data Access and Use Agreement - DAUA(https://sleepdata.org/blog/2016/01/release-v0-18-0-overview-part-1) NIH Data Sharing Policy(https://grants.nih.gov/grants/policy/data_sharing/) ,open ,,open  restricted  restricted  ,other (https://sleepdata.org/about) 
r3d100011871,HAGR,https://genomics.senescence.info/,aging@liv.ac.uk https://genomics.senescence.info/feedback.php ,,eng,dataProvider,Wellcome Trust,GBR,funding,non-profit,https://wellcome.org/,"Disclaimers, Credits, and Copyright(https://genomics.senescence.info/legal.html) ",open ,,open  ,CC (https://creativecommons.org/licenses/by/3.0/) Copyrights (https://genomics.senescence.info/legal.html) Public Domain (https://genomics.senescence.info/legal.html) 
r3d100011890,Ag Data Commons,https://data.nal.usda.gov,NAL-ADC-Curator@usda.gov nino.chkhenkeli@usda.gov ,3.098 datasets,eng,dataProvider,"United States Department of Agriculture, National Agricultural Library",USA,funding,non-profit,https://www.nal.usda.gov/main/,Project Open Data - Open Data Policy(https://project-open-data.cio.gov/) Terms of Service(https://data.nal.usda.gov/terms-service) ,open ,,embargoed  open  ,CC (https://creativecommons.org/licenses/by-sa/4.0/) CC (https://creativecommons.org/licenses/by/4.0/) CC0 (https://creativecommons.org/publicdomain/zero/1.0/) ODC (https://opendatacommons.org/licenses/by/1.0/) ODC (https://opendatacommons.org/licenses/odbl/1.0/) Public Domain (http://www.usa.gov/publicdomain/label/1.0/) other (https://www.gnu.org/licenses/fdl-1.3.html) 
r3d100011904,Allele Frequency Net Database,http://www.allelefrequencies.net/,support@allelefrequencies.net ,"138.757 (HLA), 6.118 (KIR), 4.226 (Cytokine) and 854 (MIC) from 10.529.880 individuals",eng,dataProvider,University of Liverpool,GBR,general,non-profit,https://www.liverpool.ac.uk/,Quality of Data in AFND(http://www.allelefrequencies.net/quality.asp) ,open ,,open  ,Public Domain (http://www.allelefrequencies.net/faqs.asp) 
r3d100011905,Leiden Open Variation Database,https://www.lovd.nl/3.0/home,https://www.lovd.nl/3.0/contact ,79 LOVD installations; 1.249.018.389 variants;  5.485.001 individuals individuals,eng,serviceProvider,Leiden University Medical Center,NLD,general,non-profit,https://www.lumc.nl/,LOVD 3.0 User Manual(https://www.lovd.nl/3.0/docs/LOVD_manual_3.0.pdf) ,open ,other (https://www.gnu.org/licenses/gpl-3.0.html) ,open  restricted  ,other (https://www.lovd.nl/3.0/docs/LOVD_manual_3.0.pdf) 
r3d100011924,WorldWide Antimalarial Resistance Network,http://www.wwarn.org/,http://www.wwarn.org/contact info@wwarn.org ,186 clinical studies; 103 molecular studies,eng,dataProvider,WorldWide Antimalarial Resistance Network,AAA,general,non-profit,http://www.wwarn.org/,Publication policy(http://www.wwarn.org/sites/default/files/attachments/documents/wwarn_publication_policy.pdf) Terms of use(http://www.wwarn.org/terms-use) ,open ,,closed  open  restricted  ,other (http://www.wwarn.org/terms-use) 
r3d100011948,Project Tycho: Data for Health,https://www.tycho.pitt.edu/,https://www.tycho.pitt.edu/#contact tycho@phdl.pitt.edu ,360 datasets,eng,dataProvider,University of Pittsburgh,USA,general,non-profit,https://www.pitt.edu/,License agreement(https://www.tycho.pitt.edu/license/) ,restricted ,,restricted  ,CC (https://creativecommons.org/licenses/by-nc-sa/4.0/) Copyrights (https://www.tycho.pitt.edu/license/) 
r3d100011968,Motion Capture Database HDM05,http://resources.mpi-inf.mpg.de/HDM05/index.html,dsb@gv.mpg.de ,more than 70 motion classes in 10 to 50 realizations,eng,dataProvider,Universität des Saarlandes,DEU,technical,non-profit,http://www.uni-saarland.de/startseite.html,,open ,,open  ,CC (http://creativecommons.org/licenses/by-sa/3.0/) 
r3d100011969,EPIC study,http://epic.iarc.fr/index.php,epic@iarc.fr epicadmin@imperial.ac.uk ,,eng,dataProvider,"World Health Organization, International Agency for Research on Cancer",AAA,general,non-profit,http://www.iarc.fr/,DATA TRANSFER AGREEMENT - DTA(http://epic.iarc.fr/docs/CIRC71_DTA-out-EPIC.dot) EPIC Access Policy(http://epic.iarc.fr/docs/EPIC_Access_Policy_and_Guidelines.pdf) IARC ethics questionnaire(http://ethics.iarc.fr/Submission/index.php) Publication guidelines for EPIC related studies(http://epic.iarc.fr/docs/EPIC_Publication%20Guidelines.pdf) Reference documents(http://epic.iarc.fr/access/ref_documents.php) ,open ,,restricted  ,other (http://epic.iarc.fr/docs/CIRC71_DTA-out-EPIC.dot) 
r3d100011993,CDC WONDER,http://wonder.cdc.gov/,cwus@cdc.gov http://wonder.cdc.gov/contactUs.html ,,eng,dataProvider,U.S. Department of Health and Human Services,USA,funding,non-profit,http://www.hhs.gov/,CDC Policies and Regulations(http://www.cdc.gov/Other/policies.html) NCHS Data Release Policy(http://www.cdc.gov/nchs/about/policy/data_release.htm) WONDER Data Use Restrictions(http://wonder.cdc.gov/datause.html) ,open ,,embargoed  open  restricted  ,OGL (http://wonder.cdc.gov/datause.html) Public Domain (http://wonder.cdc.gov/wonder/help/faq.html#9) 
r3d100012003,University Hospital Medical Information Network Individual Case Data Repository,http://www.umin.ac.jp/ctr/index.htm,https://www.umin.ac.jp/english/contact.htm ,,eng,dataProvider,University Hospital Medical Information Network,JPN,general,non-profit,http://www.umin.ac.jp/english/whatisumin.htm,User Manual(https://www.umin.ac.jp/icdr/pdf/repository_e.pdf) ,open ,,closed  embargoed  restricted  ,other (https://www.umin.ac.jp/icdr/) 
r3d100012015,GeneCards,https://www.genecards.org/,https://www.genecards.org/Guide/GeneCardsTeam support@lifemapsc.com. ,148.055 GeneCards,eng,dataProvider,Yeda Research and Development Company Ltd,ISR,funding,commercial,http://www.yedarnd.com/Overview,Limited License  AGREEMENT(https://www.genecards.org/AcadLicense.pdf) Terms of Use(http://www.lifemapsc.com/genecards-suite-terms-of-use/) ,open ,,open  restricted  ,other (http://www.lifemapsc.com/genecards-suite-terms-of-use/) other (https://www.genecards.org/AcadLicense.pdf) 
r3d100012017,LifeMap Discovery,https://discovery.lifemapsc.com/,https://discovery.lifemapsc.com/ ,,eng,serviceProvider,"LifeMap Sciences, Inc",ISR,funding,commercial,http://www.lifemapsc.com/,Copyright(https://discovery.lifemapsc.com/) Terms of Use(http://www.lifemapsc.com/genecards-suite-terms-of-use/) ,open ,,open  restricted  ,other (http://www.lifemapsc.com/genecards-suite-terms-of-use/) 
r3d100012018,MalaCards,https://www.malacards.org/,https://www.malacards.org/pages/team ,"19.547 disease entries, consolidated from 76 sources",eng,serviceProvider,Yeda Research and Development Company Ltd,ISR,funding,commercial,http://www.yedarnd.com/Overview,Limited License  AGREEMENT(http://www.genecards.org/AcadLicense.pdf) Terms and Condtions(http://www.lifemapsc.com/genecards-suite-terms-of-use/) ,open ,,open  restricted  ,other (http://www.lifemapsc.com/genecards-suite-terms-of-use/) 
r3d100012023,PathCards,http://pathcards.genecards.org/,https://www.weizmann.ac.il/pages/contact ,"1.289 SuperPath entries, consolidated from 12 sources",eng,serviceProvider,Yeda Research and Development Company Ltd.,ISR,general,commercial,http://www.yedarnd.com/Overview,Terms and Conditions(https://www.weizmann.ac.il/pages/terms-and-conditions) Terms of Use(http://www.lifemapsc.com/genecards-suite-terms-of-use/) ,open ,,open  restricted  ,other (http://www.lifemapsc.com/genecards-suite-terms-of-use/) 
r3d100012038,Androgen Receptor Mutations Database,http://www.androgendb.mcgill.ca/,bruce.gottlieb@mcgill.ca ,,eng,dataProvider,"McGill University, Jewish General Hospital, Lady Davis Institute for Medical Research",CAN,funding,non-profit,http://www.ladydavis.ca/,Copyright at McGill(https://www.mcgill.ca/copyright/) Licensing and conditions of use(https://www.mcgill.ca/library/services/connect/licensing) Limited use data product licence agreement(https://www.mcgill.ca/library/files/library/fedlicence.pdf) University Policies and Regulations(https://www.mcgill.ca/secretariat/policies-and-regulations) ,open ,,open  ,Copyrights (https://www.mcgill.ca/copyright/) 
r3d100012040,CASRdb,http://www.casrdb.mcgill.ca,info@cihr-irsc.gc.ca ,,eng,dataProvider,Network of Applied Genetic Medicine,CAN,funding,non-profit,http://www.rmga.qc.ca/,Copyright Act of Canada(http://laws-lois.justice.gc.ca/eng/acts/C-42/Index.html) Policy on Intellectual Property(https://www.mcgill.ca/research/files/research/policyonintellectualproperty.pdf) ,open ,,open  ,Copyrights (https://www.mcgill.ca/copyright/home) 
r3d100012052,The Cancer Immunome Atlas,https://tcia.at/home,dietmar.rieder@i-med.ac.at https://tcia.at/contact zlatko.trajanoski@i-med.ac.at ,,eng,dataProvider,"Medical University of Innsbruck, Biocenter, Division of Bioinformatics",AUT,general,non-profit,https://icbi.i-med.ac.at/,Responsible Use of Data Generated by the TCGA Program(https://cancergenome.nih.gov/abouttcga/policies/responsibleuse) TCGA Policies and Guidelines(https://cancergenome.nih.gov/abouttcga/policies/policiesguidelines) TCGA Publication Guidelines(https://cancergenome.nih.gov/publications/publicationguidelines) ,open ,,closed  embargoed  open  restricted  ,CC (https://creativecommons.org/licenses/by/4.0/) 
r3d100012061,Genomic Data Commons,https://gdc.nci.nih.gov/,https://gdc.nci.nih.gov/support support@nci-gdc.datacommons.io ,262.293 files; 14.531 cases,eng,dataProvider,"National Institutes of Health, National Cancer Institute",USA,funding,non-profit,http://www.cancer.gov/,GDC policies(https://gdc.nci.nih.gov/about-gdc/gdc-policies) NCI Genomic Data Sharing Policy(http://www.cancer.gov/grants-training/grants-management/nci-policies/genomic-data) NIH Genomic Data Sharing Policy - GDS(https://gds.nih.gov/03policy2.html) dbGaP Application for Controlled Access Data(https://dbgap.ncbi.nlm.nih.gov/aa/wga.cgi?page=login) ,open ,ODC (https://github.com/NCIP/gdc-docs/blob/develop/README.md) ,embargoed  open  restricted  ,other (http://www.cancer.gov/grants-training/grants-management/nci-policies/genomic-data/submission/nci-dsp.pdf) 
r3d100012062,Secondary Analysis to Generate Evidence (SAGE) Dataverse,https://dataverse.library.ualberta.ca/dvn/dv/SAGE,data@policywise.com info@policywise.com ,,eng,dataProvider,University of Alberta Libraries,CAN,technical,non-profit,https://www.library.ualberta.ca/,Community-norms(https://dataverse.org/best-practices/dataverse-community-norms) Data Access Agreement(https://policywise.com/wp-content/uploads/SAGE/2016-05MAY-25-SAGE-Data-Access-Agreement-2016.pdf) Dataverse Guides(http://guides.dataverse.org/en/latest/) SAGE metadata Guide(https://policywise.com/wp-content/uploads/2016/10/SAGE-Metadata-Guide-v-1.2.pdf) UAL Dataverse Network Data Use Terms(https://dataverse.library.ualberta.ca/dvn/faces/study/TermsOfUsePage.xhtml?studyId=652&versionNumber=1&fileId=6043&redirectPage=%2FFileDownload%2F%3FfileId%3D6043%26xff%3D0%26versionNumber%3D1&tou=download&vdcId=197) ,open ,,closed  restricted  ,other (https://policywise.com/wp-content/uploads/2016/08/2016_SAGE_Secondary_Use_Grant_Terms_Conditions.pdf) other (https://policywise.com/wp-content/uploads/2016/10/Data-Access-Agreement-2016-05MAY-25v1.2.pdf) 
r3d100012065,Clinical data repository,https://www.ctsi.umn.edu/researcher-resources/clinical-data-repository,ctsi@umn.edu ,"medical records of more than 2,5 million patients seen at 8 hospitals and more than 40 clinics",eng,dataProvider,"University of Minnesota, Clinical and Translational Science Institute",USA,general,non-profit,https://www.ctsi.umn.edu/,Policy statement(https://policy.umn.edu/operations/phi) Protection of individual health information(http://regents.umn.edu/sites/regents.umn.edu/files/policies/Health_Information.pdf) ,restricted ,,restricted  ,other (https://policy.umn.edu/it/dataclassification) other (https://www.ctsi.umn.edu/consultations-and-services/data-access-and-informatics-consulting) 
r3d100012074,BindingDB,http://bindingdb.org/bind/index.jsp,http://bindingdb.org/bind/sendmail.jsp mgilson@health.ucsd.edu ,"2.100.000 binding data, 920.000 compounds, 8.200 proteins",eng,dataProvider,"University of California at San Diego, Skaggs School of Pharmacy and Pharmaceutical Sciences",USA,general,non-profit,https://pharmacy.ucsd.edu/,How to use BindingDB(http://bindingdb.org/bind/FAQ2.jsp) Introduction to BindingDB(http://bindingdb.org/bind/BindingDB-Intro2a.pdf) Reactome Users guide(https://reactome.org/userguide/Usersguide.html) ,open ,,embargoed  open  ,CC (http://creativecommons.org/licenses/by-sa/3.0/) CC (https://creativecommons.org/licenses/by/3.0/us/) 
r3d100012079,Clinical Proteomic Tumor Analysis Consortium Data Portal,https://cptac-data-portal.georgetown.edu/cptac/aboutData/show?scope=about,cptac.dcc.help@esacinc.com ,,eng,dataProvider,"National Cancer Institute, Office of Cancer Clinical Proteomics Research",USA,funding,non-profit,http://proteomics.cancer.gov/,,open ,,open  ,Public Domain (https://cptac-data-portal.georgetown.edu/cptac/public) other (https://cptac-data-portal.georgetown.edu/cptac/aboutData/disclaimer) other (https://cptac-data-portal.georgetown.edu/cptac/aboutData/disclaimer) 
